Arachis_gene_ID,Lotus_gene_ID,Percent_identity,Alignment_length,Mismatches,Gap_opens,Q_start,Q_end,S_start,S_end,E_value,Bit_score
SDMP01000015.1,XM_057591036.1,88.315,368,40,3,16264902,16265268,1304,939,6.46e-117,438.0
SDMP01000015.1,XM_057591036.1,91.026,234,21,0,16264272,16264505,1528,1295,3.16e-80,316.0
SDMP01000015.1,XM_057591036.1,92.529,174,13,0,16262230,16262403,3067,2894,3.25e-60,250.0
SDMP01000015.1,XM_057591036.1,89.474,114,12,0,16263614,16263727,1806,1693,1.58e-28,145.0
SDMP01000015.1,XM_057590770.1,82.907,1369,195,23,23833604,23834960,2776,1435,0.0,1195.0
SDMP01000015.1,XM_057590770.1,93.007,286,20,0,23832045,23832330,3445,3160,8.42e-111,418.0
SDMP01000015.1,XM_057590770.1,92.958,284,20,0,23832921,23833204,3057,2774,1.09e-109,414.0
SDMP01000015.1,XM_057590770.1,93.103,145,10,0,23831437,23831581,3588,3444,4.26e-49,213.0
SDMP01000015.1,XM_057577808.1,81.612,1452,255,11,1429097,1430542,1695,250,0.0,1192.0
SDMP01000015.1,XM_057593486.1,82.987,1346,198,17,151906090,151907419,2373,1043,0.0,1188.0
SDMP01000015.1,XM_057592244.1,79.831,1656,309,18,101659179,101660823,312,1953,0.0,1184.0
SDMP01000015.1,XM_057592237.1,79.831,1656,309,18,101659179,101660823,312,1953,0.0,1184.0
SDMP01000015.1,XM_057558949.1,85.017,1168,169,4,32151532,32152694,2399,1233,0.0,1182.0
SDMP01000015.1,XM_057558949.1,83.333,288,36,9,32151127,32151407,2671,2389,6.99e-62,255.0
SDMP01000015.1,XM_057558949.1,87.429,175,22,0,32154997,32155171,474,300,9.23e-46,202.0
SDMP01000015.1,XM_057558949.1,95.455,66,3,0,32155442,32155507,299,234,7.45e-17,106.0
SDMP01000015.1,XM_057558949.1,89.412,85,8,1,32154429,32154512,724,640,7.45e-17,106.0
SDMP01000015.1,XM_057558948.1,85.017,1168,169,4,32151532,32152694,2840,1674,0.0,1182.0
SDMP01000015.1,XM_057558948.1,83.333,288,36,9,32151127,32151407,3112,2830,6.99e-62,255.0
SDMP01000015.1,XM_057558948.1,87.429,175,22,0,32154997,32155171,915,741,9.23e-46,202.0
SDMP01000015.1,XM_057558948.1,95.455,66,3,0,32155442,32155507,740,675,7.45e-17,106.0
SDMP01000015.1,XM_057558948.1,89.412,85,8,1,32154429,32154512,1165,1081,7.45e-17,106.0
SDMP01000015.1,XM_057558947.1,85.017,1168,169,4,32151532,32152694,2837,1671,0.0,1182.0
SDMP01000015.1,XM_057558947.1,83.333,288,36,9,32151127,32151407,3109,2827,6.99e-62,255.0
SDMP01000015.1,XM_057558947.1,87.429,175,22,0,32154997,32155171,912,738,9.23e-46,202.0
SDMP01000015.1,XM_057558947.1,95.455,66,3,0,32155442,32155507,737,672,7.45e-17,106.0
SDMP01000015.1,XM_057558947.1,89.412,85,8,1,32154429,32154512,1162,1078,7.45e-17,106.0
SDMP01000015.1,XM_057574758.1,82.912,1305,214,9,134957748,134959046,788,2089,0.0,1166.0
SDMP01000015.1,XM_057574757.1,82.912,1305,214,9,134957748,134959046,785,2086,0.0,1166.0
SDMP01000015.1,XM_057559999.1,83.075,1288,213,5,134957763,134959046,701,1987,0.0,1166.0
SDMP01000015.1,XM_057559999.1,82.569,218,38,0,134956887,134957104,194,411,5.56e-43,193.0
SDMP01000015.1,XM_057592010.1,81.877,1396,234,10,49414058,49415445,1727,343,0.0,1158.0
SDMP01000015.1,XM_057592305.1,78.475,1849,337,48,123296913,123298740,2300,492,0.0,1153.0
SDMP01000015.1,XM_057592305.1,83.333,504,81,3,123296003,123296505,2828,2327,3.84e-124,462.0
SDMP01000015.1,XM_057592305.1,78.788,231,44,5,123298960,123299189,287,61,3.39e-30,150.0
SDMP01000015.1,XM_057593343.1,86.783,1029,136,0,149025981,149027009,462,1490,0.0,1147.0
SDMP01000015.1,XM_057591941.1,82.353,1326,226,8,44763734,44765055,1256,2577,0.0,1146.0
SDMP01000015.1,XM_057591941.1,83.333,444,67,5,44765387,44765828,2861,3299,2.36e-106,403.0
SDMP01000015.1,XM_057591502.1,86.114,1073,134,9,27945492,27946559,1711,2773,0.0,1142.0
SDMP01000015.1,XM_057591502.1,91.667,252,21,0,27945050,27945301,1464,1715,3.12e-90,350.0
SDMP01000015.1,XM_057591502.1,90.385,52,2,1,27941812,27941863,429,477,0.000126,65.8
SDMP01000015.1,XM_057591351.1,82.406,1330,213,12,9686172,9687489,3459,2139,0.0,1140.0
SDMP01000015.1,XM_057591351.1,83.673,588,82,11,9687465,9688048,2081,1504,4.7900000000000004e-148,542.0
SDMP01000015.1,XM_057591351.1,83.681,288,38,6,9685143,9685421,3931,3644,4.18e-64,263.0
SDMP01000015.1,XM_057591351.1,92.806,139,10,0,9688165,9688303,1506,1368,9.23e-46,202.0
SDMP01000015.1,XM_057591351.1,88.095,168,20,0,9689461,9689628,1172,1005,3.3199999999999996e-45,200.0
SDMP01000015.1,XM_057591351.1,92.126,127,10,0,9689193,9689319,1296,1170,4.33e-39,180.0
SDMP01000015.1,XM_057591351.1,90.769,65,5,1,9690674,9690738,674,611,9.7e-11,86.1
SDMP01000015.1,XM_057591351.1,97.297,37,1,0,86839032,86839068,1188,1224,0.000454,63.9
SDMP01000015.1,XM_057560224.1,83.187,1249,199,7,16262486,16263727,3157,1913,0.0,1133.0
SDMP01000015.1,XM_057560224.1,83.967,368,58,1,16264902,16265269,1524,1158,8.659999999999999e-91,351.0
SDMP01000015.1,XM_057560224.1,89.496,238,25,0,16260884,16261121,3919,3682,8.85e-76,302.0
SDMP01000015.1,XM_057560224.1,89.744,234,24,0,16264272,16264505,1748,1515,3.18e-75,300.0
SDMP01000015.1,XM_057560224.1,93.678,174,11,0,16262230,16262403,3326,3153,1.5e-63,261.0
SDMP01000015.1,XM_057560224.1,87.907,215,26,0,16266359,16266573,969,755,2.51e-61,254.0
SDMP01000015.1,XM_057560224.1,87.437,199,25,0,16265373,16265571,1163,965,4.23e-54,230.0
SDMP01000015.1,XM_057560224.1,96.875,64,2,0,16260671,16260734,3980,3917,2.07e-17,108.0
SDMP01000015.1,XM_057560222.1,83.187,1249,199,7,16262486,16263727,2897,1653,0.0,1133.0
SDMP01000015.1,XM_057560222.1,83.967,368,58,1,16264902,16265269,1264,898,8.659999999999999e-91,351.0
SDMP01000015.1,XM_057560222.1,89.496,238,25,0,16260884,16261121,3659,3422,8.85e-76,302.0
SDMP01000015.1,XM_057560222.1,89.744,234,24,0,16264272,16264505,1488,1255,3.18e-75,300.0
SDMP01000015.1,XM_057560222.1,93.678,174,11,0,16262230,16262403,3066,2893,1.5e-63,261.0
SDMP01000015.1,XM_057560222.1,87.671,219,26,1,16266359,16266577,709,492,2.51e-61,254.0
SDMP01000015.1,XM_057560222.1,87.437,199,25,0,16265373,16265571,903,705,4.23e-54,230.0
SDMP01000015.1,XM_057560222.1,96.875,64,2,0,16260671,16260734,3720,3657,2.07e-17,108.0
SDMP01000015.1,XM_057593987.1,82.119,1359,208,24,145371529,145372868,244,1586,0.0,1131.0
SDMP01000015.1,XM_057593987.1,92.857,126,9,0,145375656,145375781,1642,1767,3.34e-40,183.0
SDMP01000015.1,XM_057593987.1,90.58,138,13,0,145376267,145376404,1824,1961,3.34e-40,183.0
SDMP01000015.1,XM_057593987.1,80.488,164,32,0,145384724,145384887,4987,5150,5.72e-23,126.0
SDMP01000015.1,XM_057593987.1,93.976,83,4,1,145379172,145379253,2801,2883,2.0600000000000001e-22,124.0
SDMP01000015.1,XM_057593987.1,85.124,121,18,0,145380509,145380629,3451,3571,2.0600000000000001e-22,124.0
SDMP01000015.1,XM_057593987.1,93.846,65,3,1,145374052,145374115,1585,1649,4.48e-14,97.1
SDMP01000015.1,XM_057575734.1,79.847,1573,294,14,286433,287986,1790,222,0.0,1127.0
SDMP01000015.1,XM_057577421.1,91.801,805,62,4,85594733,85595533,964,160,0.0,1118.0
SDMP01000015.1,XM_057577421.1,95.302,298,14,0,124722191,124722488,1034,737,1.77e-127,473.0
SDMP01000015.1,XM_057593824.1,78.889,1710,316,28,145719122,145720810,2945,4630,0.0,1116.0
SDMP01000015.1,XM_057593824.1,75.882,879,157,19,145722581,145723442,5100,5940,1.0999999999999999e-104,398.0
SDMP01000015.1,XM_057593824.1,80.538,483,89,5,145717818,145718299,2306,2784,3.0899999999999996e-95,366.0
SDMP01000015.1,XM_057593824.1,93.478,138,9,0,145714323,145714460,285,422,7.14e-47,206.0
SDMP01000015.1,XM_057593824.1,85.792,183,26,0,145721668,145721850,4735,4917,1.54e-43,195.0
SDMP01000015.1,XM_057593820.1,78.889,1710,316,28,145719122,145720810,3294,4979,0.0,1116.0
SDMP01000015.1,XM_057593820.1,86.723,595,79,0,145714323,145714917,286,880,0.0,662.0
SDMP01000015.1,XM_057593820.1,75.882,879,157,19,145722581,145723442,5449,6289,1.0999999999999999e-104,398.0
SDMP01000015.1,XM_057593820.1,80.538,483,89,5,145717818,145718299,2655,3133,3.0899999999999996e-95,366.0
SDMP01000015.1,XM_057593820.1,85.792,183,26,0,145721668,145721850,5084,5266,1.54e-43,195.0
SDMP01000015.1,XM_057593818.1,78.889,1710,316,28,145719122,145720810,3309,4994,0.0,1116.0
SDMP01000015.1,XM_057593818.1,86.745,596,79,0,145714322,145714917,258,853,0.0,664.0
SDMP01000015.1,XM_057593818.1,75.882,879,157,19,145722581,145723442,5464,6304,1.0999999999999999e-104,398.0
SDMP01000015.1,XM_057593818.1,80.538,483,89,5,145717818,145718299,2670,3148,3.0899999999999996e-95,366.0
SDMP01000015.1,XM_057593818.1,85.792,183,26,0,145721668,145721850,5099,5281,1.54e-43,195.0
SDMP01000015.1,XM_057600445.1,79.844,1538,300,10,35112248,35113780,1760,228,0.0,1114.0
SDMP01000015.1,XM_057560454.1,82.445,1276,222,2,137395612,137396886,273,1547,0.0,1114.0
SDMP01000015.1,XM_057560454.1,81.56,141,23,2,137397188,137397328,1577,1714,4.45e-19,113.0
SDMP01000015.1,XM_057592486.1,76.033,2299,464,54,135100130,135102388,50,2301,0.0,1112.0
SDMP01000015.1,XM_057560455.1,82.464,1266,220,2,137395622,137396886,258,1522,0.0,1107.0
SDMP01000015.1,XM_057560455.1,81.56,141,23,2,137397188,137397328,1552,1689,4.45e-19,113.0
SDMP01000015.1,XM_057594048.1,80.246,1544,244,44,144503373,144504887,2055,544,0.0,1105.0
SDMP01000015.1,XM_057594047.1,80.246,1544,244,44,144503373,144504887,2066,555,0.0,1105.0
SDMP01000015.1,XM_057560456.1,82.616,1254,215,3,137395635,137396886,347,1599,0.0,1105.0
SDMP01000015.1,XM_057560456.1,81.56,141,23,2,137397188,137397328,1629,1766,4.45e-19,113.0
SDMP01000015.1,XM_057600816.1,79.268,1611,306,19,142520705,142522310,1848,261,0.0,1099.0
SDMP01000015.1,XM_057559702.1,81.074,1453,204,38,152376370,152377791,2990,4402,0.0,1094.0
SDMP01000015.1,XM_057559702.1,86.383,470,64,0,152378360,152378829,4595,5064,1.04e-139,514.0
SDMP01000015.1,XM_057559702.1,91.195,159,14,0,152375657,152375815,2836,2994,3.3e-50,217.0
SDMP01000015.1,XM_057559702.1,87.582,153,19,0,152372677,152372829,1575,1727,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057559702.1,89.313,131,14,0,152370101,152370231,813,943,1.21e-34,165.0
SDMP01000015.1,XM_057559702.1,91.398,93,8,0,152370963,152371055,1237,1329,1.5899999999999998e-23,128.0
SDMP01000015.1,XM_057591116.1,80.909,1430,232,29,14273019,14274427,1398,2807,0.0,1090.0
SDMP01000015.1,XM_057591115.1,80.909,1430,232,29,14273019,14274427,1428,2837,0.0,1090.0
SDMP01000015.1,XM_057591113.1,80.909,1430,232,29,14273019,14274427,1298,2707,0.0,1090.0
SDMP01000015.1,XM_057592037.1,84.328,1123,164,8,54887581,54888697,1420,304,0.0,1088.0
SDMP01000015.1,XM_057592036.1,84.328,1123,164,8,54887581,54888697,2221,1105,0.0,1088.0
SDMP01000015.1,XM_057592035.1,84.328,1123,164,8,54887581,54888697,2216,1100,0.0,1088.0
SDMP01000015.1,XM_057592287.1,79.365,1638,264,50,117888327,117889925,2232,630,0.0,1085.0
SDMP01000015.1,XM_057592284.1,79.365,1638,264,50,117888327,117889925,2315,713,0.0,1085.0
SDMP01000015.1,XM_057592282.1,79.365,1638,264,50,117888327,117889925,2301,699,0.0,1085.0
SDMP01000015.1,XM_057589500.1,82.163,1267,222,3,137395622,137396886,304,1568,0.0,1085.0
SDMP01000015.1,XM_057592286.1,79.365,1638,264,50,117888327,117889925,2281,679,0.0,1085.0
SDMP01000015.1,XM_057592285.1,79.365,1638,264,50,117888327,117889925,2282,680,0.0,1085.0
SDMP01000015.1,XM_057589693.1,90.943,806,67,6,85594733,85595533,1005,201,0.0,1079.0
SDMP01000015.1,XM_057589693.1,94.379,338,19,0,124722151,124722488,1115,778,2.24e-141,520.0
SDMP01000015.1,XM_057590320.1,81.152,1337,244,7,3017192,3018524,1651,319,0.0,1066.0
SDMP01000015.1,XM_057590320.1,81.441,1277,228,8,3033502,3034773,1651,379,0.0,1037.0
SDMP01000015.1,XM_057591475.1,85.785,1006,141,2,26087557,26088561,1318,2322,0.0,1064.0
SDMP01000015.1,XM_057590675.1,84.23,1097,168,3,6274201,6275296,1207,2299,0.0,1062.0
SDMP01000015.1,XM_057590675.1,83.483,1114,173,10,6315916,6317024,1207,2314,0.0,1027.0
SDMP01000015.1,XM_057590675.1,82.554,1112,181,10,6280263,6281369,1207,2310,0.0,966.0
SDMP01000015.1,XM_057590675.1,82.081,865,151,4,6302074,6302936,1444,2306,0.0,736.0
SDMP01000015.1,XM_057590675.1,85.714,196,28,0,6273724,6273919,1015,1210,1.98e-47,207.0
SDMP01000015.1,XM_057590675.1,84.184,196,31,0,6279968,6280163,1015,1210,1.9999999999999998e-42,191.0
SDMP01000015.1,XM_057590675.1,87.73,163,19,1,6272891,6273052,629,791,7.19e-42,189.0
SDMP01000015.1,XM_057590675.1,91.089,101,9,0,6315185,6315285,783,883,2.64e-26,137.0
SDMP01000015.1,XM_057590675.1,89.109,101,11,0,6273275,6273375,783,883,5.72e-23,126.0
SDMP01000015.1,XM_057590675.1,88.119,101,12,0,6279531,6279631,783,883,2.6600000000000002e-21,121.0
SDMP01000015.1,XM_057590675.1,90.698,86,8,0,6279364,6279449,699,784,1.24e-19,115.0
SDMP01000015.1,XM_057590675.1,83.471,121,20,0,6279736,6279856,899,1019,4.45e-19,113.0
SDMP01000015.1,XM_057590428.1,84.375,1088,159,7,3877315,3878399,752,1831,0.0,1057.0
SDMP01000015.1,XM_057560315.1,87.541,923,100,5,9084335,9085247,1168,251,0.0,1053.0
SDMP01000015.1,XM_057560315.1,87.202,922,105,5,9103139,9104051,1168,251,0.0,1037.0
SDMP01000015.1,XM_057560315.1,82.271,643,76,29,9083571,9084190,1795,1168,6.24e-142,521.0
SDMP01000015.1,XM_057580084.1,87.083,929,120,0,5210070,5210998,2756,1828,0.0,1051.0
SDMP01000015.1,XM_057580084.1,88.06,268,32,0,5211220,5211487,1829,1562,8.79e-81,318.0
SDMP01000015.1,XM_057580084.1,83.537,328,50,4,5209561,5209887,3067,2743,2.46e-76,303.0
SDMP01000015.1,XM_057593625.1,82.884,1186,186,7,154342063,154343247,2067,898,0.0,1050.0
SDMP01000015.1,XM_057593625.1,77.911,584,108,11,154341207,154341769,2648,2065,1.45e-88,344.0
SDMP01000015.1,XM_057593625.1,92.405,79,6,0,154344202,154344280,831,753,4.45e-19,113.0
SDMP01000015.1,XM_057593623.1,82.884,1186,186,7,154342063,154343247,2365,1196,0.0,1050.0
SDMP01000015.1,XM_057593623.1,77.911,584,108,11,154341207,154341769,2946,2363,1.45e-88,344.0
SDMP01000015.1,XM_057593623.1,92.405,79,6,0,154344202,154344280,1129,1051,4.45e-19,113.0
SDMP01000015.1,XM_057593457.1,77.778,1782,344,39,151357852,151359607,1883,128,0.0,1050.0
SDMP01000015.1,XM_057593624.1,82.884,1186,186,7,154342063,154343247,2369,1200,0.0,1050.0
SDMP01000015.1,XM_057593624.1,77.911,584,108,11,154341207,154341769,2950,2367,1.45e-88,344.0
SDMP01000015.1,XM_057593624.1,92.405,79,6,0,154344202,154344280,1133,1055,4.45e-19,113.0
SDMP01000015.1,XM_057561287.1,79.477,1491,294,12,35112255,35113739,1732,248,0.0,1048.0
SDMP01000015.1,XM_057591010.1,86.806,955,104,11,17011321,17012258,1444,2393,0.0,1046.0
SDMP01000015.1,XM_057591010.1,85.41,329,46,2,17012340,17012667,2390,2717,1.87e-87,340.0
SDMP01000015.1,XM_057591010.1,93.627,204,13,0,17010493,17010696,1041,1244,6.8400000000000005e-77,305.0
SDMP01000015.1,XM_057591010.1,83.384,331,48,4,17012756,17013081,2720,3048,3.18e-75,300.0
SDMP01000015.1,XM_057591010.1,94.872,117,6,0,17009430,17009546,592,708,3.34e-40,183.0
SDMP01000015.1,XM_057591010.1,92.683,123,9,0,17010182,17010304,918,1040,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057591010.1,94.118,102,6,0,17009191,17009292,490,591,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057591010.1,90.598,117,10,1,17010789,17010905,1238,1353,2.62e-31,154.0
SDMP01000015.1,XM_057591010.1,93.137,102,7,0,16975795,16975896,490,591,3.39e-30,150.0
SDMP01000015.1,XM_057591010.1,88.095,84,10,0,17009701,17009784,707,790,3.46e-15,100.0
SDMP01000015.1,XM_057590235.1,78.644,1667,288,47,2488326,2489961,3277,4906,0.0,1044.0
SDMP01000015.1,XM_057590235.1,74.863,1273,250,46,2486204,2487423,633,1888,1.04e-139,514.0
SDMP01000015.1,XM_057590235.1,84.406,404,63,0,2487453,2487856,2884,3287,1.0999999999999999e-104,398.0
SDMP01000015.1,XM_057590235.1,80.226,177,28,3,2490384,2490553,4904,5080,5.72e-23,126.0
SDMP01000015.1,XM_057591012.1,86.957,943,101,11,17011333,17012258,1447,2384,0.0,1040.0
SDMP01000015.1,XM_057591012.1,85.41,329,46,2,17012340,17012667,2381,2708,1.87e-87,340.0
SDMP01000015.1,XM_057591012.1,93.627,204,13,0,17010493,17010696,1041,1244,6.8400000000000005e-77,305.0
SDMP01000015.1,XM_057591012.1,83.384,331,48,4,17012756,17013081,2711,3039,3.18e-75,300.0
SDMP01000015.1,XM_057591012.1,94.872,117,6,0,17009430,17009546,592,708,3.34e-40,183.0
SDMP01000015.1,XM_057591012.1,92.683,123,9,0,17010182,17010304,918,1040,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057591012.1,94.118,102,6,0,17009191,17009292,490,591,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057591012.1,90.598,117,10,1,17010789,17010905,1238,1353,2.62e-31,154.0
SDMP01000015.1,XM_057591012.1,93.137,102,7,0,16975795,16975896,490,591,3.39e-30,150.0
SDMP01000015.1,XM_057591012.1,88.095,84,10,0,17009701,17009784,707,790,3.46e-15,100.0
SDMP01000015.1,XM_057591361.1,87.363,910,109,3,9084335,9085244,1182,279,0.0,1038.0
SDMP01000015.1,XM_057591361.1,86.813,910,114,3,9103139,9104048,1182,279,0.0,1011.0
SDMP01000015.1,XM_057591361.1,81.558,629,72,22,9083570,9084190,1774,1182,3.8100000000000005e-129,479.0
SDMP01000015.1,XM_057591361.1,88.986,345,38,0,9102595,9102939,1526,1182,1.4e-113,427.0
SDMP01000015.1,XM_057591379.1,86.688,939,119,2,7353092,7354024,2796,1858,0.0,1037.0
SDMP01000015.1,XM_057591379.1,85.255,529,71,3,3117544,3118065,2796,2268,6.19e-147,538.0
SDMP01000015.1,XM_057591379.1,88.298,94,11,0,7356333,7356426,1571,1478,4.45e-19,113.0
SDMP01000015.1,XM_057591318.1,83.319,1127,177,9,10125420,10126539,358,1480,0.0,1029.0
SDMP01000015.1,XM_057598389.1,80.729,1344,237,14,32151542,32152877,2126,797,0.0,1027.0
SDMP01000015.1,XM_057598389.1,90.643,171,16,0,32155001,32155171,190,20,1.52e-53,228.0
SDMP01000015.1,XM_057598387.1,80.729,1344,237,14,32151542,32152877,2824,1495,0.0,1027.0
SDMP01000015.1,XM_057598387.1,90.643,171,16,0,32155001,32155171,888,718,1.52e-53,228.0
SDMP01000015.1,XM_057591409.1,83.333,1110,179,4,8034312,8035416,1353,245,0.0,1020.0
SDMP01000015.1,XM_057592388.1,78.258,1619,319,23,128777682,128779276,3976,2367,0.0,1009.0
SDMP01000015.1,XM_057592388.1,72.286,433,98,17,128785188,128785609,815,394,1.24e-19,115.0
SDMP01000015.1,XM_057566163.1,81.334,1259,218,13,151906144,151907393,2384,1134,0.0,1007.0
SDMP01000015.1,XM_057591238.1,80.825,1309,222,21,11490053,11491351,1804,3093,0.0,1000.0
SDMP01000015.1,XM_057591238.1,85.403,459,67,0,11486188,11486646,624,1082,1.3699999999999998e-128,477.0
SDMP01000015.1,XM_057591238.1,81.536,547,92,7,11488389,11488932,1084,1624,5e-118,442.0
SDMP01000015.1,XM_057591238.1,86.389,360,49,0,11491935,11492294,3508,3867,1.4200000000000001e-103,394.0
SDMP01000015.1,XM_057591238.1,91.209,182,16,0,11485450,11485631,446,627,1.17e-59,248.0
SDMP01000015.1,XM_057582033.1,81.23,1268,212,20,32064908,32066159,1524,267,0.0,1000.0
SDMP01000015.1,XM_057582033.1,86.782,174,22,1,32064480,32064653,1691,1519,5.56e-43,193.0
SDMP01000015.1,XM_057593652.1,88.109,841,99,1,154520755,154521594,1729,889,0.0,998.0
SDMP01000015.1,XM_057593652.1,84.263,502,67,11,154523269,154523764,894,399,3.8100000000000005e-129,479.0
SDMP01000015.1,XM_057593651.1,88.109,841,99,1,154520755,154521594,1814,974,0.0,998.0
SDMP01000015.1,XM_057593651.1,82.624,587,85,15,154523269,154523845,979,400,2.2599999999999998e-136,503.0
SDMP01000015.1,XM_057593649.1,88.109,841,99,1,154520755,154521594,1844,1004,0.0,998.0
SDMP01000015.1,XM_057593649.1,82.188,640,94,16,154523269,154523895,1009,377,2.8800000000000002e-145,532.0
SDMP01000015.1,XM_057581310.1,83.567,1071,166,9,27945492,27946557,1681,2746,0.0,994.0
SDMP01000015.1,XM_057581310.1,87.402,254,30,2,27945049,27945301,1433,1685,1.92e-72,291.0
SDMP01000015.1,XM_057591193.1,79.913,1379,250,18,12241510,12242878,164,1525,0.0,987.0
SDMP01000015.1,XM_057591193.1,87.379,721,89,2,12245243,12245962,2199,2918,0.0,826.0
SDMP01000015.1,XM_057591193.1,84.043,94,14,1,12240327,12240419,5,98,7.5e-12,89.8
SDMP01000015.1,XM_057590227.1,79.17,1469,272,21,2468463,2469923,1819,377,0.0,987.0
SDMP01000015.1,XM_057590228.1,79.17,1469,272,21,2468463,2469923,1679,237,0.0,987.0
SDMP01000015.1,XM_057593442.1,82.062,1154,198,6,151202825,151203972,217,1367,0.0,976.0
SDMP01000015.1,XM_057594044.1,84.143,1009,150,10,136869422,136870425,1675,672,0.0,968.0
SDMP01000015.1,XM_057594166.1,84.075,1011,153,5,142782188,142783194,483,1489,0.0,968.0
SDMP01000015.1,XM_057594166.1,84.615,559,84,2,142783338,142783895,1487,2044,6.15e-152,555.0
SDMP01000015.1,XM_057591703.1,85.253,929,137,0,5210070,5210998,2789,1861,0.0,957.0
SDMP01000015.1,XM_057591703.1,88.806,268,30,0,5211220,5211487,1862,1595,4.06e-84,329.0
SDMP01000015.1,XM_057591703.1,84.3,293,38,7,5209600,5209887,3065,2776,4.1499999999999997e-69,279.0
SDMP01000015.1,XM_057588976.1,83.573,1041,147,20,149800384,149801412,947,1975,0.0,953.0
SDMP01000015.1,XM_057588976.1,90.909,121,11,0,149796387,149796507,124,244,4.36e-34,163.0
SDMP01000015.1,XM_057588976.1,89.691,97,10,0,149798152,149798248,374,470,2.0600000000000001e-22,124.0
SDMP01000015.1,XM_057588976.1,83.478,115,19,0,149798624,149798738,536,650,2.07e-17,108.0
SDMP01000015.1,XM_057593955.1,79.612,1339,261,11,147885948,147887280,547,1879,0.0,950.0
SDMP01000015.1,XM_057559087.1,78.495,1502,280,22,145719122,145720594,3964,5451,0.0,944.0
SDMP01000015.1,XM_057559087.1,84.867,641,92,4,145714322,145714962,229,864,4.59e-178,641.0
SDMP01000015.1,XM_057559087.1,75.395,760,143,27,145722697,145723443,6340,7068,1.4599999999999999e-83,327.0
SDMP01000015.1,XM_057559087.1,82.865,356,55,4,145717944,145718299,3454,3803,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057559087.1,89.474,57,6,0,145723593,145723649,7069,7125,7.55e-07,73.1
SDMP01000015.1,XM_057559085.1,78.495,1502,280,22,145719122,145720594,3978,5465,0.0,944.0
SDMP01000015.1,XM_057559085.1,84.867,641,92,4,145714322,145714962,243,878,4.59e-178,641.0
SDMP01000015.1,XM_057559085.1,75.395,760,143,27,145722697,145723443,6354,7082,1.4599999999999999e-83,327.0
SDMP01000015.1,XM_057559085.1,82.865,356,55,4,145717944,145718299,3468,3817,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057559085.1,89.474,57,6,0,145723593,145723649,7083,7139,7.55e-07,73.1
SDMP01000015.1,XM_057559084.1,78.495,1502,280,22,145719122,145720594,3965,5452,0.0,944.0
SDMP01000015.1,XM_057559084.1,84.867,641,92,4,145714322,145714962,230,865,4.59e-178,641.0
SDMP01000015.1,XM_057559084.1,75.395,760,143,27,145722697,145723443,6341,7069,1.4599999999999999e-83,327.0
SDMP01000015.1,XM_057559084.1,82.865,356,55,4,145717944,145718299,3455,3804,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057559084.1,89.474,57,6,0,145723593,145723649,7070,7126,7.55e-07,73.1
SDMP01000015.1,XM_057589768.1,82.613,1064,177,5,128575676,128576735,1328,269,0.0,933.0
SDMP01000015.1,XM_057592455.1,82.572,1073,169,11,133632321,133633389,383,1441,0.0,929.0
SDMP01000015.1,XM_057592455.1,80.164,1099,187,22,133540747,133541838,356,1430,0.0,793.0
SDMP01000015.1,XM_057592455.1,77.94,1097,199,22,133375203,133376294,376,1434,3.55e-179,645.0
SDMP01000015.1,XM_057600424.1,87.073,820,106,0,21945952,21946771,984,1803,0.0,928.0
SDMP01000015.1,XM_057600424.1,84.507,284,43,1,21949996,21950278,1267,984,4.1499999999999997e-69,279.0
SDMP01000015.1,XM_057573985.1,81.609,1131,191,14,28732167,28733287,1427,304,0.0,920.0
SDMP01000015.1,XM_057591432.1,80.816,1225,188,35,8537241,8538452,2257,1067,0.0,917.0
SDMP01000015.1,XM_057591432.1,84.099,849,119,7,8539147,8539983,1071,227,0.0,806.0
SDMP01000015.1,XM_057593627.1,86.903,817,103,3,154393360,154394172,2086,2902,0.0,913.0
SDMP01000015.1,XM_057593627.1,89.754,244,25,0,154393028,154393271,1845,2088,4.0900000000000006e-79,313.0
SDMP01000015.1,XM_057593296.1,85.681,866,119,3,148188539,148189400,1017,153,0.0,907.0
SDMP01000015.1,XM_057594236.1,76.06,1863,375,49,141772847,141774678,679,2501,0.0,904.0
SDMP01000015.1,XM_057594236.1,93.258,89,6,0,141775402,141775490,2522,2610,1.23e-24,132.0
SDMP01000015.1,XM_057594236.1,80.159,126,22,2,141772284,141772406,212,337,2.08e-12,91.6
SDMP01000015.1,XM_057594234.1,76.06,1863,375,49,141772847,141774678,1046,2868,0.0,904.0
SDMP01000015.1,XM_057594234.1,93.258,89,6,0,141775402,141775490,2889,2977,1.23e-24,132.0
SDMP01000015.1,XM_057594234.1,80.159,126,22,2,141772284,141772406,579,704,2.08e-12,91.6
SDMP01000015.1,XM_057592231.1,86.93,811,97,2,102137516,102138326,481,1282,0.0,902.0
